250514,57475,1
266614,73414,1
252653,62466,1
252285,47447,1
257529,51564,1
240785,56693,1
252722,68676,1
246535,62443,1
269834,6633,1
257437,63179,1
264774,77416,1
267373,44756,1
271812,62972,1
254999,56739,1
253021,61431,1
233609,56601,1
255482,57107,1
262198,57337,1
25884,63294,1
244649,57521,1
247708,67572,1
253274,56463,1
25999,48551,1
250238,62742,1
258242,67848,1
254286,62834,1
273445,64697,1
246236,61178,1
27126,61109,1
25677,59085,1
25539,63777,1
250491,60603,1
265924,60925,1
25217,77531,1
252492,56486,1
24941,50184,1
252814,75461,1
248191,61316,1
260105,68377,1
250215,6564,1
251618,63064,1
258955,54393,1
248375,54416,1
254562,6702,1
257161,55152,1
267212,47424,1
244649,72471,1
246328,53473,1
257253,67296,1
271168,56946,1
264958,59039,1
251158,61914,1
256103,76197,1
263026,67802,1
247915,62627,1
250997,58004,1
254838,70148,1
254217,73138,1
271306,69573,1
243338,51679,1
246236,56877,1
255183,48229,1
26.39,70401,1
243039,48827,1
255275,49333,1
248973,71919,1
247731,60925,1
265855,68423,1
256356,56371,1
267718,55336,1
248536,55152,1
258587,52208,1
252538,55727,1
254838,49333,1
255436,59844,1
231838,57314,1
277102,62535,1
251204,46504,1
252538,55681,1
255137,6357,1
272249,55727,1
246581,59936,1
251894,54991,1
252446,59591,1
248007,44158,1
26275,55888,1
258748,65456,1
246328,67503,1
248766,44664,1
264498,66997,1
25148,59292,1
245914,58004,1
256954,59867,1
26344,59522,1
268224,5667,1
261347,50161,1
25263,53082,1
246305,68354,1
258035,61937,1
260243,75576,1
184941,125877,2
181606,125486,2
179628,104625,2
177558,121231,2
174867,106626,2
167139,115849,2
17259,117482,2
174959,115596,2
187908,10497,2
183607,118287,2
172038,117689,2
16.96,106373,2
172866,122933,2
173694,115596,2
179858,115067,2
180272,126176,2
171026,131719,2
175212,118747,2
17512,109915,2
167898,122128,2
171233,116102,2
186137,113802,2
167714,113871,2
160676,108121,2
178041,117022,2
178984,9945,2
16638,129649,2
164632,10658,2
185125,118425,2
179306,121898,2
176132,134686,2
167392,110306,2
184642,117137,2
173625,120035,2
175557,112123,2
176868,114354,2
185171,9876,2
161251,106649,2
175419,118885,2
178961,118057,2
182365,117666,2
181008,113641,2
183653,120633,2
193635,116286,2
179237,115573,2
169853,123186,2
168749,115182,2
180272,119621,2
176293,113503,2
165575,113388,2
182388,114676,2
17811,114768,2
161895,9968,2
16845,129235,2
174637,108213,2
176339,108144,2
174384,122128,2
179421,118057,2
16615,120702,2
156398,112284,2
167415,118793,2
168197,121162,2
159181,114124,2
178363,118563,2
17696,119414,2
16845,106672,2
185378,116516,2
171877,119828,2
184527,112468,2
168956,111065,2
181422,119966,2
168059,111318,2
174913,10428,2
163045,108765,2
174453,98668,2
175396,114791,2
177328,11.21,2
17466,104234,2
184803,120955,2
172889,117873,2
183883,100025,2
176523,11509,2
174982,119552,2
175948,113848,2
177328,116562,2
193934,125601,2
179651,125256,2
170428,113595,2
176086,117206,2
189817,116999,2
171992,125969,2
169163,114929,2
173096,111893,2
189403,116999,2
17098,135744,2
163206,120679,2
184343,124474,2
183124,116631,2
167277,116654,2
182457,130201,2
84155,97633,3
71413,103981,3
7691,11969,3
86363,98139,3
78704,10957,3
72103,111249,3
76289,9899,3
75645,88824,3
75967,95241,3
81372,103015,3
78106,113227,3
89514,110628,3
88456,103866,3
86869,110007,3
76611,107592,3
81648,103061,3
91515,10796,3
85029,91791,3
81441,108443,3
90756,93723,3
78428,99703,3
88295,104648,3
81993,97863,3
92021,110076,3
81625,10474,3
82085,99634,3
88456,115619,3
9209,110467,3
8588,110329,3
78934,113756,3
7898,102049,3
91584,108535,3
89813,97127,3
86271,118379,3
7806,114975,3
79233,104004,3
88042,103015,3
88272,110283,3
9715,99151,3
83189,90365,3
95954,91469,3
74081,98001,3
90733,89307,3
79118,90848,3
81717,90687,3
9393,94735,3
75277,106994,3
73575,103268,3
101635,91239,3
94344,123485,3
88249,99335,3
76979,101405,3
9002,111433,3
73253,96644,3
80636,111088,3
68768,104303,3
7737,103613,3
70953,111433,3
96023,90526,3
60695,9669,3
70815,104993,3
82729,111157,3
75461,107178,3
91837,98484,3
81694,107868,3
89951,95678,3
77324,95954,3
78359,94965,3
79095,90066,3
79969,107063,3
89905,108006,3
104004,99749,3
89215,100577,3
84914,102233,3
95678,105683,3
89491,97863,3
92527,108558,3
77577,99749,3
93102,116539,3
89836,97104,3
86892,97219,3
72816,102831,3
92435,106212,3
101681,90802,3
80314,95678,3
9071,102187,3
83557,10152,3
78175,86938,3
90089,103958,3
80774,106695,3
73138,116608,3
87927,100876,3
84592,103337,3
86823,90986,3
91722,105729,3
74564,11325,3
88019,113342,3
82913,94229,3
77508,109478,3
77945,108995,3
240394,246765,4
246972,244442,4
238945,249916,4
23837,248536,4
264199,247225,4
261853,237795,4
249111,248168,4
237197,234483,4
233218,229584,4
264015,246006,4
254332,254953,4
25953,261692,4
240486,254286,4
238692,238531,4
243499,251388,4
241498,246788,4
24596,24458,4
246075,246029,4
249134,246052,4
248513,244856,4
246535,230642,4
240555,243729,4
234437,240555,4
25102,253205,4
248536,249525,4
237266,261094,4
248513,234322,4
252009,24711,4
241222,246926,4
246903,240325,4
239842,233839,4
255827,237864,4
246397,24251,4
238393,243154,4
256678,236599,4
249433,240003,4
247064,243476,4
242441,236231,4
246282,23423,4
233218,248766,4
246972,245523,4
260036,257782,4
260404,238761,4
259415,23883,4
239359,238347,4
258058,246328,4
249318,238623,4
253021,245201,4
245891,24297,4
232873,231148,4
240049,239129,4
249088,249295,4
241475,26689,4
264843,237105,4
254447,240049,4
248007,245017,4
259668,25079,4
243407,235886,4
243154,242188,4
259944,239796,4
24435,24297,4
246512,249433,4
244856,236553,4
252308,253205,4
257184,239359,4
245316,238071,4
248996,245868,4
254792,241912,4
24665,23239,4
261508,245753,4
251135,222385,4
246098,247087,4
243752,244787,4
260772,249088,4
240946,244672,4
234299,250652,4
246581,25861,4
26712,245224,4
256517,239451,4
248191,249778,4
242855,242694,4
255045,245247,4
248605,234437,4
254401,244189,4
252722,247708,4
247248,241107,4
245914,255781,4
251434,237036,4
250675,244925,4
24297,23975,4
23262,247524,4
256862,231999,4
254953,249893,4
247593,24366,4
249709,239796,4
244925,237795,4
243545,244028,4
24665,236208,4
247984,244787,4
256632,239773,4
4057,214519,5
57912,197499,5
39719,198787,5
53174,188092,5
57406,22066,5
49172,207688,5
43951,201363,5
61868,192324,5
48045,211989,5
6173,193359,5
67848,210448,5
49218,20019,5
60672,198695,5
63248,199684,5
47424,20.41,5
46665,204514,5
43491,202697,5
50897,198902,5
57498,206883,5
60304,201501,5
42962,209275,5
41973,204997,5
43192,201708,5
61661,216704,5
5115,197499,5
50069,208263,5
50621,201478,5
47286,192761,5
53013,194233,5
55704,194716,5
57337,20502,5
71321,197384,5
55244,204353,5
53473,203893,5
53588,197062,5
57061,19214,5
61638,19766,5
4931,200305,5
5184,205963,5
56256,212702,5
59775,214726,5
54393,196602,5
62673,187494,5
49839,195705,5
47723,198373,5
51334,207734,5
42594,210816,5
6012,197706,5
45676,199776,5
42042,209942,5
59016,201225,5
61592,210908,5
54117,193405,5
49724,200167,5
45906,193014,5
54531,207067,5
70355,196073,5
65134,214151,5
53864,208355,5
44756,202766,5
49632,201248,5
52898,197545,5
39604,215669,5
39627,208884,5
61523,189058,5
53105,185033,5
38293,208424,5
72701,200558,5
3896,20065,5
43376,197821,5
5.69,183952,5
54623,19306,5
7231,198856,5
46987,195751,5
66974,200121,5
61247,20088,5
64214,20571,5
5322,195705,5
48758,204468,5
58694,203709,5
57406,213898,5
61753,204284,5
36499,20364,5
56233,198304,5
53013,202444,5
62006,201892,5
56463,189334,5
55359,20801,5
54209,212518,5
69987,217693,5
63455,200834,5
41904,212265,5
55681,210333,5
4793,20364,5
55566,203778,5
50552,182365,5
47677,205503,5
57613,195889,5
2907,205641,5
65709,204031,5
280805,105315,6
273445,112123,6
268661,106672,6
266476,92412,6
257115,100508,6
26367,103268,6
282346,104165,6
266361,9784,6
273077,92964,6
267143,94712,6
25953,82131,6
273445,93769,6
268615,103245,6
277148,111755,6
264291,103912,6
257598,93907,6
272479,101842,6
269857,105453,6
266338,101612,6
268753,112882,6
266223,102762,6
26482,96644,6
295939,9738,6
262543,103314,6
